,Skew Angle,Slope Angle,Center of Mass x,Center of Mass y,Aspect Ratio,Entropy,ForgerID,OriginalID,Genuine
1286,-3,0.642,106.56,260.2,-1.84,0.4573,41,41,1
1287,-5,-22.02,103.94,185.8,2.473,0.1371,42,42,1
1288,-1,-15.26,97.5,207.1,-0.057,0.4954,43,43,1
1289,5,-33.7,126.2,196.2,-0.015465,0.408,44,44,1
1290,-2,-18.44,127,225,0.12305,0.3457,45,45,1
1291,-5,-14.26,101.4,210.5,1.23,0.3516,46,46,1
1292,0,-8.44,87.5,224.2,2.434,0.2678,47,47,1
1293,0,0.577,93.1,253.2,2.047,0.2524,48,48,1
1294,-5,-19.89,106.4,148.9,1.6875,0.0897,49,49,1
1295,-5,-20.62,89.94,189.6,2.418,0.1569,50,50,1
1296,-5,-27.05,89.9,224.8,1.858,0.0672,51,51,1
1297,-5,-18.33,105.56,180.6,1.672,0.2786,52,52,1
1298,-2,-19.39,115.8,199.8,0.6377,0.213,53,53,1
1299,1,7.953,131.5,251,2.324,0.5513,54,54,1
1300,-3,-25.47,101.2,178.6,0.116,0.377,55,55,1
1301,-5,-21.45,89.9,306.5,2.45,0.1989,56,56,1
1302,-5,4.44,102.1,166.9,-0.5337,0.3818,57,57,1
1303,3,-31.28,94,261,1.352,0.2534,58,58,1
1304,-5,-17.64,104.25,190.6,1.893,0.2021,59,59,1
1305,-3,-14.766,111.6,194.6,1.731,0.1686,60,60,1
1306,-5,3.678,124.5,229.6,0.7217,0.5493,61,61,1
1307,2,-21.62,95.3,152.2,2.469,0.1142,62,62,1
1308,5,-12.11,92.75,250.1,1.332,0.1687,63,63,1
1309,-5,-12.97,104.4,206.4,2.217,0.3022,64,64,1
1310,-3,-20.1,98.6,165.4,2.2,0.2664,65,65,1
1311,-4,-62.3,103.2,266,0.3774,0.173,66,66,1
1312,-3,-27.73,81.06,214.5,1.6875,0.05246,67,67,1
1313,-1,81,118.06,267.8,0.05154,0.6196,68,68,1
1314,-4,-19.17,77.94,225.1,2.408,0.0729,69,69,1
1315,-1,-20.72,94.5,184.8,2.21,0.2075,13,13,1
1316,-1,-10.81,130.8,250.8,1.754,0.2905,17,17,1
1317,-4,-13.08,110.25,267.5,2.459,0.06082,18,18,1
1318,0,-11.53,87.3,215.6,2.62,0.0629,19,19,1
1319,-5,-15.445,133,244.6,1.389,0.1405,20,20,1
1320,-5,-21.25,80.75,259.8,2.518,0.2432,21,21,1
1321,-5,-16.69,95.2,219.5,2.498,0.2783,22,22,1
1322,-5,-11.07,128.1,191.8,1.643,0.1831,23,23,1
1323,-2,-14.09,106.75,115.75,2.309,0.1844,24,24,1
1324,-4,-26.56,116.2,212.4,-0.02061,0.701,25,25,1
1325,-1,-34.6,119.4,171.2,1.273,0.2369,26,26,1
1326,-5,-22.67,89.7,228.6,2.305,0.2017,27,27,1
1327,-5,-21.2,80.06,283.5,2.287,0.1608,28,28,1
1328,-1,-12.375,112.9,219.2,1.005,0.3027,29,29,1
1329,-2,-20.56,93.4,196.5,0.04123,0.602,30,30,1
1330,-4,-5.48,93.94,215.9,1.396,0.473,31,31,1
1331,-4,-14.1,104.56,253.4,1.059,0.378,32,32,1
1332,1,90,103.25,220.1,0,0.584,33,33,1
1333,-5,-13.836,109.4,228.2,2.457,0.4644,34,34,1
1334,1,-2.1,104.44,220.8,2.098,0.4111,35,35,1
1335,0,-12.73,101.9,221.6,2.385,0.3486,36,36,1
1336,-5,-8.01,109.8,252.1,2.047,0.4172,37,37,1
1337,0,-29.86,108.5,226.1,1.413,0.3257,38,38,1
1338,-5,0.3516,106.44,205.5,-2.508,0.5586,39,39,1
1339,-4,1.048,114.6,212.9,-0.841,0.4124,40,40,1
1340,2,-10.69,102.56,266.2,1.087,0.4465,41,41,1
1341,-5,-22.11,99,196.5,2.46,0.098,42,42,1
1342,-2,-17.84,106.6,232.9,1.201,0.4595,43,43,1
1343,-4,-19.11,84.94,206.5,2.365,0.4392,44,44,1
1344,-1,-27.53,111.56,216.8,1.21,0.4148,45,45,1
1345,-5,-11.22,109.9,161.1,1.858,0.317,46,46,1
1346,5,-20.7,81.2,224.4,2.078,0.1938,47,47,1
1347,5,-2.102,106.1,243.9,1.136,0.293,48,48,1
1348,-3,-8.73,106.9,256.2,1.369,0.1219,49,49,1
1349,-5,-22.81,97.44,201.1,2.057,0.1257,50,50,1
1350,3,-20.62,85.56,291,2.643,0.04126,51,51,1
1351,-4,-14.29,95.2,197.6,1.893,0.2659,52,52,1
1352,-5,-18.44,119.5,204.1,0.98,0.2004,53,53,1
1353,-2,13.11,124.4,253.2,2.191,0.582,54,54,1
1354,-2,-21.67,137.9,155.1,2.229,0.1766,55,55,1
1355,-4,-21.92,91.75,294.2,2.484,0.2406,56,56,1
1356,-5,2.604,106.06,163.8,-0.34,0.363,57,57,1
1357,-3,-23.33,105.7,250.9,1.415,0.2537,58,58,1
1358,-2,-19.11,99.75,186.4,2.113,0.2029,59,59,1
1359,0,-18.69,108.75,208.8,2.486,0.1967,60,60,1
1360,0,4.4,114.2,237.6,0.67,0.5205,61,61,1
1361,-5,-22.64,126.8,135.4,2.396,0.02478,62,62,1
1362,4,-15.734,94.94,232.2,1.456,0.2225,63,63,1
1363,2,-16.89,100.94,188.2,2.428,0.2269,64,64,1
1364,-5,-15.414,105,139,1.813,0.2778,65,65,1
1365,3,-14.19,120.1,250.4,2.252,0.1697,66,66,1
1366,-5,-29.6,80.3,166.5,1.751,0.0741,67,67,1
1367,1,0.4275,111.6,270.8,-2.062,0.547,68,68,1
1368,-5,-15.016,88.56,254,2.479,0.12024,69,69,1
1369,-2,-18.69,104.9,187.6,2.426,0.1636,13,13,1
1370,5,-8.664,121.3,273.2,2.482,0.2284,17,17,1
1371,-4,-13.95,89.2,291,2.531,0.0341,18,18,1
1372,-3,-13.3,77.3,219.5,2.5,0.0662,19,19,1
1373,-5,-15.164,126.06,228.8,2.205,0.1443,20,20,1
1374,-3,-18.75,79.6,266.8,1.103,0.2417,21,21,1
1375,-4,-17.92,95,248.6,1.546,0.2223,22,22,1
1376,-5,-9.04,129.1,187.6,2.02,0.1398,23,23,1
1377,-3,-11.78,107.6,152.8,2.287,0.1852,24,24,1
1378,-2,0.4053,125.94,253.2,-2.174,0.6426,25,25,1
1379,-2,-20.22,109.1,172.5,0.1005,0.2095,26,26,1
1380,-1,-23.98,97.2,261.5,1.902,0.3345,27,27,1
1381,-4,-19.84,76.56,259,2.473,0.1825,28,28,1
1382,-1,-5.4,112.44,231.9,2.062,0.2192,29,29,1
1383,-3,-16.39,108.6,164.5,0.08765,0.5283,30,30,1
1384,-5,-11.89,97.6,226.5,0.6855,0.384,31,31,1
1385,-1,-4.277,103.9,267.2,1.783,0.4082,32,32,1
1386,3,-65.25,101.25,200.8,0.2769,0.5547,33,33,1
1387,-4,-0.253,103.2,236.5,2.336,0.4417,34,34,1
1388,0,-6.848,83.9,244.2,2.06,0.3555,35,35,1
1389,-2,-18.44,110.8,206.6,1.969,0.2515,36,36,1
1390,-5,-69.6,102.94,245.9,-0.1333,0.4114,37,37,1
1391,-5,-26,102.3,222,1.322,0.314,38,38,1
1392,-5,0.353,109.2,210.8,-2.498,0.5044,39,39,1
1393,0,1.348,111.1,217.8,-0.8765,0.375,40,40,1
1394,-5,-23.86,100.25,264,0.8,0.4414,41,41,1
1395,-5,-22.44,108.5,178.1,2.422,0.1304,42,42,1
1396,-3,-12.67,95.3,216.4,2.453,0.5234,43,43,1
1397,-2,-26.56,129.1,215.5,-0.02051,0.4277,44,44,1
1398,-5,-26.8,109.3,231.8,1.046,0.3857,45,45,1
1399,-5,-13.84,100.4,172.2,2.145,0.3481,46,46,1
1400,-5,-16.52,115,242.1,1.954,0.2404,47,47,1
1401,5,3.691,107.56,239.1,2.26,0.3003,48,48,1
1402,-4,-25.36,104,186,1.513,0.0765,49,49,1
1403,-5,-15.86,85.3,184.8,2.377,0.1565,50,50,1
1404,-2,-20.28,144.4,151.9,2.434,0.01567,51,51,1
1405,-5,-11.97,100.2,197.5,1.692,0.2876,52,52,1
1406,-5,-18.48,102.94,205.2,1.995,0.2186,53,53,1
1407,-3,9.36,131.2,236.5,2.24,0.4917,54,54,1
1408,-5,-19.2,129.2,168,1.509,0.2893,55,55,1
1409,-3,-22.3,97.6,269.8,2.338,0.258,56,56,1
1410,-5,-1.494,107,155.2,-1.778,0.404,57,57,1
1411,-1,-12.9,108.4,257.2,1.909,0.308,58,58,1
1412,-2,-17.05,103.56,166.9,2.32,0.1389,59,59,1
1413,-5,-17.53,106.7,197.4,2.34,0.1602,60,60,1
1414,1,-48.25,118.94,229,0.2646,0.4705,61,61,1
1415,-3,-22.22,88.4,192,2.422,0.0662,62,62,1
1416,1,-16.44,96.7,239.2,1.505,0.1659,63,63,1
1417,-3,-20.98,92.4,221.2,1.938,0.2598,64,64,1
1418,0,-15.72,101.56,177.2,1.167,0.3018,65,65,1
1419,-4,3.227,95.44,296.2,2.457,0.2333,66,66,1
1420,-4,-26.69,86.9,159.8,1.855,0.06088,67,67,1
1421,-5,0.4163,120,269.5,-2.117,0.652,68,68,1
1422,4,-15.04,111.5,213.5,2.533,0.1124,69,69,1
1423,-5,-19.9,83.94,181.9,1.897,0.1842,13,13,1
1424,-3,-3.25,130.2,255.2,2.555,0.2139,17,17,1
1425,3,-22.25,98.94,308,2.443,0.03586,18,18,1
1426,-1,-17.36,74.8,274.5,2.543,0.05838,19,19,1
1427,-3,-14.914,123.1,225.6,2.076,0.1431,20,20,1
1428,-3,-17.27,84,237.1,1.964,0.2395,21,21,1
1429,3,-14.1,93.6,234,2.164,0.1947,22,22,1
1430,-5,-14.35,113.94,178.6,1.964,0.1722,23,23,1
1431,-5,-11.46,100.25,156.9,2.277,0.1884,24,24,1
1432,2,1.161,124.56,252.5,-0.759,0.613,25,25,1
1433,-2,-5.67,111.7,157.2,1.508,0.2715,26,26,1
1434,-5,-19.94,100.5,243.2,2.465,0.2778,27,27,1
1435,-4,-19.48,80.6,265.2,2.436,0.1635,28,28,1
1436,-3,-11.2,99.8,224.4,2.156,0.2815,29,29,1
1437,1,-7.906,98.9,180,0.1846,0.4368,30,30,1
1438,-1,-3.576,99.7,221.5,1.395,0.534,31,31,1
1439,2,-1.19,94.4,254.1,1.737,0.4849,32,32,1
1440,-1,79.3,109.5,225.8,0.05127,0.57,33,33,1
1441,-2,-0.715,103.4,225.9,2.467,0.47,34,34,1
1442,2,18.7,96.6,237.5,1.938,0.4387,35,35,1
1443,-3,-12.44,110.9,247.1,2.467,0.3323,36,36,1
1444,-5,-8.63,115.44,244.1,0.577,0.4458,37,37,1
1445,-2,-20.36,76.2,234.2,2.404,0.2269,38,38,1
1446,-5,0.3523,106,219,-2.502,0.546,39,39,1
1447,3,-14.04,118.25,224.1,-0.02061,0.3398,40,40,1
1448,-1,-12.875,88.1,258.2,2.916,0.4185,41,41,1
1449,-5,-19.38,116,201.6,2.377,0.10535,42,42,1
1450,-4,43.97,95.25,252,0.1436,0.5303,43,43,1
1451,-1,5.44,103.4,209.1,-0.2177,0.4373,44,44,1
1452,-2,-24,116.9,210.2,1.227,0.4353,45,45,1
1453,-5,-13.445,100.8,200.1,2.36,0.272,46,46,1
1454,-2,-8.15,91.8,222,2.377,0.3267,47,47,1
1455,2,-36.72,104.5,248.5,-0.3025,0.2705,48,48,1
1456,-4,-14.51,102.9,162.4,1.755,0.05017,49,49,1
1457,-4,-20.8,84.4,187.5,2.223,0.1444,50,50,1
1458,-3,-23.39,75.8,284.5,2.31,0.0461,51,51,1
1459,-5,-17.08,106,205.1,1.915,0.247,52,52,1
1460,-5,-44.3,116.06,221.4,0.633,0.2273,53,53,1
1461,4,16.73,115.1,258.8,2.549,0.548,54,54,1
1462,-2,-14.15,116,182.4,1.901,0.39,55,55,1
1463,0,-16.28,90.25,272.2,0.706,0.3213,56,56,1
1464,-5,3.123,113.06,174.6,-0.282,0.387,57,57,1
1465,-1,-31.83,103,273,1.528,0.258,58,58,1
1466,3,-18.64,88.94,183.1,1.766,0.1862,59,59,1
1467,-3,-14.6,98.06,195.9,2.328,0.11597,60,60,1
1468,-1,-8.85,131.9,235,1.497,0.5303,61,61,1
1469,-5,-22.44,103.9,169.9,2.396,0.1373,62,62,1
1470,0,-14.734,88.1,241.8,1.588,0.205,63,63,1
1471,-5,-22.78,83.1,220.1,1.856,0.239,64,64,1
1472,-5,-13.08,90.2,177.2,1.582,0.2812,65,65,1
1473,-5,-8.8,103.56,263.2,0.928,0.2114,66,66,1
1474,-5,-28.58,71.44,203.1,1.762,0.06775,67,67,1
1475,-5,0.58,124.6,270,2.56,0.642,68,68,1
1476,-3,-15.69,105.94,245.2,2.473,0.1764,69,69,1
1477,-1,-18.36,102.4,205.8,2.24,0.2177,13,13,1
1478,5,-3.938,123.7,255.6,2.56,0.2754,17,17,1
1479,-5,-16.98,72.75,302,2.506,0.05386,18,18,1
1480,3,-13.875,85.5,196.2,2.586,0.0718,19,19,1
1481,-2,-16.88,131.8,230.6,1.631,0.173,20,20,1
1482,-4,-20.66,84,240.5,2.115,0.2084,21,21,1
1483,-3,-15.08,87.1,210.2,2.475,0.1931,22,22,1
1484,-2,-18.61,106.94,176.4,1.925,0.1538,23,23,1
1485,3,-17.58,105,143.5,2.281,0.1578,24,24,1
1486,-5,1.048,114.7,232.2,-0.845,0.6978,25,25,1
1487,-5,-6.3,119,158.8,2.506,0.1938,26,26,1
1488,0,-1.266,102.44,239.1,0.928,0.378,27,27,1
1489,-3,-21.25,80.06,256.8,2.467,0.1462,28,28,1
1490,-5,-18.14,93.9,227.6,2.078,0.2744,29,29,1
1491,-5,-25.83,110.3,167.2,0.1589,0.505,30,30,1
1492,-3,-12.83,95.25,221.8,1.041,0.4668,31,31,1
1493,0,-2.775,96.4,261.8,1.719,0.482,32,32,1
1494,-1,-47.47,99.5,221.9,0.4,0.608,33,33,1
1495,-5,-10.43,108.56,245.6,1.866,0.3438,34,34,1
1496,0,-26.56,113.8,227.1,-0.010254,0.4258,35,35,1
1497,-4,-13.81,96.9,240.1,2.441,0.3164,36,36,1
1498,2,10.125,115.2,268,1.6045,0.477,37,37,1
1499,-3,-20.38,106,217.1,1.015,0.355,38,38,1
1500,1,0.353,111.8,186.4,-2.484,0.528,39,39,1
1501,-5,0,121,216.2,-0.03607,0.3489,40,40,1
1502,-5,-10.03,95.94,267.5,2.523,0.407,41,41,1
1503,-5,-18.55,114.1,182.9,2.465,0.1321,42,42,1
1504,-3,-25.25,106.94,191.8,1.349,0.4053,43,43,1
1505,-5,12.11,133.8,213.8,1.643,0.4497,44,44,1
1506,-5,-21.8,108.7,220.4,1.077,0.3735,45,45,1
1507,-5,-7.125,106.4,153,0.04166,0.2773,46,46,1
1508,-5,-16.94,94.75,242,2.217,0.2388,47,47,1
1509,5,-16,99.06,252.9,0.629,0.2668,48,48,1
1510,-5,-12.09,102.75,202.6,0.7896,0.1462,49,49,1
1511,-2,-19.73,89.75,191.5,2.434,0.1191,50,50,1
1512,-5,-20.19,104.25,224.2,2.404,0.05722,51,51,1
1513,-5,-21.11,101.5,192.5,1.169,0.2198,52,52,1
1514,-5,-10.445,125.06,202.8,1.893,0.2351,53,53,1
1515,-2,18.17,115.25,269.5,1.711,0.533,54,54,1
1516,-1,-17.25,118.25,191.6,1.922,0.2915,55,55,1
1517,-4,-22.89,104.8,269.2,1.268,0.2451,56,56,1
1518,2,-3.459,115.5,168.9,1.866,0.3862,57,57,1
1519,-4,-25.9,94.9,260.5,1.07,0.2507,58,58,1
1520,2,-22.27,89.6,178.1,2.354,0.1327,59,59,1
1521,-3,-24.73,103,219.5,1.723,0.1909,60,60,1
1522,-3,-8.016,122.3,236.2,1.421,0.558,61,61,1
1523,5,-22.95,112.5,151.8,2.348,0.08527,62,62,1
1524,1,-5.71,103.06,224.9,2.41,0.155,63,63,1
1525,-2,-20.64,92.25,213.6,2.422,0.1656,64,64,1
1526,-5,-15.01,94.9,135,1.205,0.2969,65,65,1
1527,-2,-19.22,124.06,290.8,2.441,0.2096,66,66,1
1528,-4,-27.42,58.1,216.4,1.882,0.1056,67,67,1
1529,-4,-5.207,128.9,279,1.866,0.614,68,68,1
1530,-4,-17.52,93.4,245,1.889,0.1921,69,69,1
1531,0,-26.73,89.06,222.8,1.378,0.1672,13,13,1
1532,-3,-2.586,123.94,261.2,2.523,0.2717,17,17,1
1533,-4,-21.77,100,278,2.506,0.0618,18,18,1
1534,-4,-12.01,81.6,193.4,2.81,0.0455,19,19,1
1535,-1,-15.85,131.2,229.6,2.041,0.1649,20,20,1
1536,-2,-24.61,84.94,255.4,0.672,0.294,21,21,1
1537,-3,-14.56,88.1,238.1,2.082,0.185,22,22,1
1538,-5,-19.78,113.56,192.1,1.663,0.204,23,23,1
1539,-4,-14.07,112,101.2,2.129,0.1522,24,24,1
1540,-2,0.7812,100.6,268.5,-1.128,0.5186,25,25,1
1541,-3,-3.057,107.25,167,2.537,0.1993,26,26,1
1542,-5,-21.42,101.56,242.9,1.882,0.2878,27,27,1
1543,-4,-15.195,97.9,275.5,2.48,0.2307,28,28,1
1544,-5,-10.91,99.8,227.1,2.113,0.262,29,29,1
1545,-5,-72.2,96.44,216,0.1794,0.6006,30,30,1
1546,-5,-7.73,91,223,2.379,0.443,31,31,1
1547,-3,-10.42,101.7,279.2,1.403,0.2847,32,32,1
1548,-2,-24.88,98.6,210.5,0.564,0.5474,33,33,1
1549,-5,-6.92,106.56,272,1.943,0.37,34,34,1
1550,0,19.45,110.4,228.4,1.9795,0.385,35,35,1
1551,-5,-16.67,106.9,206.5,2.072,0.2605,36,36,1
1552,-5,-9.53,102.3,250.4,0.71,0.4116,37,37,1
1553,-5,15.945,102.4,237.6,-0.0359,0.329,38,38,1
1554,-5,0.3494,108.3,283.5,-2.51,0.3738,39,39,1
1555,-4,1.364,117.1,211.2,-0.866,0.3508,40,40,1
1556,-1,0.381,102.1,263.2,-2.312,0.4702,41,41,1
1557,-1,-21.58,99.4,205.9,2.53,0.1298,42,42,1
1558,-4,-32.62,110.5,231,1.098,0.5664,43,43,1
1559,4,18.44,129.2,212.5,1.943,0.4697,44,44,1
1560,-5,-1.804,109.6,224.6,1.964,0.3823,45,45,1
1561,-5,-16.75,102.7,172.9,2.062,0.2998,46,46,1
1562,-2,-21.25,88.3,222.9,2.006,0.2554,47,47,1
1563,1,0.898,96.9,246.8,1.636,0.27,48,48,1
1564,-2,-21.64,103.1,193.5,0.969,0.119,49,49,1
1565,-5,-16.69,90.1,194,2.3,0.1487,50,50,1
1566,-5,-27.1,77.44,275.8,1.85,0.05542,51,51,1
1567,-5,-11.12,105.8,209,1.774,0.2595,52,52,1
1568,-4,-35.3,112.7,226.1,0.893,0.2072,53,53,1
1569,4,1.28,108.44,263.5,-0.923,0.561,54,54,1
1570,-4,-24.36,111.25,196.9,1.828,0.2842,55,55,1
1571,5,-29.2,106.25,246.9,0.6514,0.2725,56,56,1
1572,-4,-6.547,91.7,171.5,-1.906,0.399,57,57,1
1573,-5,-13.12,103.94,265.5,1.738,0.277,58,58,1
1574,-3,-20.34,100.9,187.4,2.459,0.1641,59,59,1
1575,-5,-19.23,89.6,199.9,2.174,0.1941,60,60,1
1576,-2,1.58,132.1,223,0.8286,0.4966,61,61,1
1577,-5,-21.55,111.8,166.5,2.5,0.03882,62,62,1
1578,0,-19.33,94.6,233.8,1.579,0.2197,63,63,1
1579,2,-21.5,96.1,205.8,2.066,0.1976,64,64,1
1580,-3,-22.4,96.2,154.8,1.344,0.256,65,65,1
1581,-5,-12.53,107.5,313.2,0.2307,0.1951,66,66,1
1582,-5,-29.42,81.06,205.4,1.621,0.11,67,67,1
1583,-5,-4.867,113.56,271.5,1.643,0.628,68,68,1
1584,-5,-16.19,93.25,233.6,2.133,0.1604,69,69,1
1585,-2,-22.6,84.6,175.5,1.783,0.2253,13,13,1
1586,-1,-6.074,139.9,253.4,0.9946,0.2373,17,17,1
1587,-3,-12.6,103.8,270,2.477,0.07855,18,18,1
1588,5,-7.65,79.7,243.9,3.184,0.0629,19,19,1
1589,-5,-19.4,127.94,220.1,1.727,0.1395,20,20,1
1590,-5,-20.39,84.06,261,2.191,0.2874,21,21,1
1591,5,-14.44,90.3,239,2.205,0.1399,22,22,1
1592,-5,-17.25,99.94,171.8,1.854,0.1334,23,23,1
1593,-5,-9.59,93.06,177.1,1.82,0.2286,24,24,1
1594,-3,-9.234,119.4,241.5,2.523,0.622,25,25,1
1595,-5,-12.67,96.5,163,1.9795,0.2573,26,26,1
1596,-5,-20.45,99.06,230.2,1.9795,0.3433,27,27,1
1597,-4,-18.84,89.94,277.2,2.361,0.1632,28,28,1
1598,-5,-44.72,97.3,227.4,0.508,0.3276,29,29,1
1599,-5,0.397,76,202.4,-2.22,0.4033,30,30,1
1600,-1,-15.56,110.94,222,1.129,0.4443,31,31,1
1601,0,2.352,99.5,265.5,1.767,0.4663,32,32,1
1602,1,-88.56,107.25,215.8,-0.005154,0.529,33,33,1
1603,-5,-9.21,102.25,233.4,2.484,0.375,34,34,1
1604,0,-11.31,105.4,222,-0.02577,0.3735,35,35,1
1605,-5,-16.52,100.4,219.9,2.041,0.3242,36,36,1
1606,3,-67.94,111.75,258.8,-0.1547,0.4265,37,37,1
1607,0,-27.12,89.56,241.5,1.618,0.3074,38,38,1
1608,0,0.3538,105.06,200.8,-2.48,0.5244,39,39,1
1609,-2,0.855,110.6,223,-1.031,0.3474,40,40,1
1610,0,0.471,102.9,271.2,-1.872,0.4438,41,41,1
1611,-5,-21.61,115.25,202.8,2.482,0.12445,42,42,1
1612,-5,-28.12,96.7,187.8,0.6787,0.4556,43,43,1
1613,4,16.72,111.44,200.2,2.227,0.3494,44,44,1
1614,-5,-28.89,121.9,213.8,1.041,0.3914,45,45,1
1615,-5,-13.555,93.75,229,2.262,0.285,46,46,1
1616,-2,-13.32,92.7,241.5,2.123,0.266,47,47,1
1617,3,-3.668,99.06,257,2.01,0.2686,48,48,1
1618,-4,-25.62,92.44,177.2,1.5,0.08057,49,49,1
1619,-5,-19.14,81.5,211.5,2.549,0.1204,50,50,1
1620,3,-13.484,103,176.8,3.188,0.01973,51,51,1
1621,-5,-30.97,99.44,201.8,0.59,0.245,52,52,1
1622,-4,-6.54,114.3,221.9,2.27,0.2365,53,53,1
1623,-4,18.7,139.5,276.8,1.943,0.4658,54,54,1
1624,1,-24.02,108.4,180.4,2.111,0.2952,55,55,1
1625,2,-39.44,105.56,270.5,0.403,0.2961,56,56,1
1626,5,3.521,114.3,167.5,-0.335,0.4067,57,57,1
1627,-5,-28.8,98.1,265,0.96,0.2373,58,58,1
1628,-4,-23.7,89.1,164.8,2.104,0.1671,59,59,1
1629,-4,-18.61,112.9,208.1,2.035,0.287,60,60,1
1630,-1,8.016,136.1,225.1,0.736,0.502,61,61,1
1631,-3,-21.08,84.3,186.4,2.395,0.0837,62,62,1
1632,1,-18.78,93.2,245,1.508,0.2042,63,63,1
1633,-2,-22.12,88.2,233.9,1.59,0.3137,64,64,1
1634,-3,-13.53,101.25,192,0.954,0.3042,65,65,1
1635,-2,-55.94,106,263.2,0.4717,0.1958,66,66,1
1636,2,-26.92,81.56,153.5,1.959,0.1082,67,67,1
1637,-1,-4.605,120,265.8,1.895,0.624,68,68,1
1638,1,-16.66,99,211.6,2.322,0.1987,69,69,1
1639,-5,-14.27,100.6,198.8,2.348,0.263,13,13,1
1640,0,-4.16,135.9,266.2,2.492,0.2477,17,17,1
1641,-3,-16.4,88.6,268,2.494,0.03928,18,18,1
1642,0,-11.71,116.56,250,2.412,0.08545,19,19,1
1643,-5,-16.42,122.44,244.9,1.861,0.1838,20,20,1
1644,-4,-20.03,85.7,241.8,2.111,0.1947,21,21,1
1645,-2,-14.74,87.9,268,2.436,0.1781,22,22,1
1646,-5,-9.19,95.4,199.4,1.874,0.2202,23,23,1
1647,-5,-13.97,97.5,117.44,1.9795,0.1895,24,24,1
1648,-3,0.7163,130.6,233.4,-1.23,0.5273,25,25,1
1649,-3,-0.2397,99.4,161.5,2.516,0.3467,26,26,1
1650,-5,-22.05,91.7,251.4,1.887,0.3088,27,27,1
1651,-2,-19.23,88.75,247.8,2.373,0.1895,28,28,1
1652,-3,-17.23,87.75,219.9,2.078,0.2445,29,29,1
1653,-3,-70.4,98.56,229.9,0.3076,0.5938,30,30,1
1654,-5,-23.69,109.4,212.6,1.005,0.4353,31,31,1
1655,0,-3.514,75.94,263.2,1.781,0.4504,32,32,1
1656,-3,-45,112.7,218.8,0.4153,0.4868,33,33,1
1657,-5,-5.445,99.94,241.1,2.42,0.4346,34,34,1
1658,5,-87.44,99.56,239.5,0.03093,0.3853,35,35,1
1659,-5,-12.88,97.1,225.4,2.533,0.3135,36,36,1
1660,1,-39.3,108,261.5,0.43,0.4167,37,37,1
1661,-4,-53.72,103.6,222.2,0.4597,0.436,38,38,1
1662,-3,0.353,94.06,239.8,-2.523,0.537,39,39,1
1663,-3,0.6094,125.56,240.1,-1.446,0.3423,40,40,1
1664,-5,0.5024,100.44,272,-1.754,0.4648,41,41,1
1665,4,-23.5,109.7,182.5,2.215,0.1432,42,42,1
1666,-5,-6.94,95.94,258.8,2.36,0.4905,43,43,1
1667,-1,-15.266,97.56,231.4,2.191,0.394,44,44,1
1668,-3,-21.77,118.9,229,1.298,0.3625,45,45,1
1669,-5,-18.44,96.44,211.9,-0.015305,0.3928,46,46,1
1670,-5,0.4045,89.6,219.8,-2.191,0.309,47,47,1
1671,-1,5.598,93.3,247.4,2.338,0.3345,48,48,1
1672,4,-19.94,93.9,208.9,1.577,0.1276,49,49,1
1673,-5,-14.93,89,220.1,2.164,0.1906,50,50,1
1674,-5,-19.72,113.1,225.8,2.79,0.02634,51,51,1
1675,-4,-13.266,107.4,178.5,1.523,0.2615,52,52,1
1676,0,-13.02,112.6,226.5,2.195,0.2332,53,53,1
1677,-5,3.408,126.75,244.8,2.498,0.681,54,54,1
1678,-2,-19.5,118.3,192.5,2.19,0.3286,55,55,1
1679,-1,-21.02,95.5,285.8,2.482,0.3145,56,56,1
1680,-3,5.527,114.9,170.6,-0.1589,0.4011,57,57,1
1681,-3,-30.16,104.06,269.5,1.077,0.2927,58,58,1
1682,-3,-24.95,85.3,181.4,2.15,0.205,59,59,1
1683,-5,-16.47,103.75,198.2,2.244,0.1434,60,60,1
1684,-1,-5.94,129.4,232.9,1.394,0.5474,61,61,1
1685,-4,-19.45,102,152.1,2.336,0.1139,62,62,1
1686,4,-22.56,101.8,244.5,1.402,0.1687,63,63,1
1687,-4,-22.52,98.4,173.5,2.363,0.0962,64,64,1
1688,-5,-8.53,87.94,162,2.244,0.3438,65,65,1
1689,-2,3.338,108.8,277.5,1.759,0.3113,66,66,1
1690,-4,-33.6,81.06,209.5,1.505,0.1093,67,67,1
1691,0,0.598,101,268.8,-1.995,0.65,68,68,1
1692,-4,-9.42,98.94,235.4,2.287,0.1782,69,69,1
1693,-5,-23.47,96.5,210.8,1.595,0.2656,13,13,1
1694,3,-7.46,126.25,253.4,0.8794,0.2605,17,17,1
1695,-5,-15.45,97.7,288.2,2.51,0.0438,18,18,1
1696,5,-10.64,87,242.5,2.55,0.0636,19,19,1
1697,-1,-18.22,118.5,226.5,2,0.12244,20,20,1
1698,4,-20.17,88.6,243.5,2.205,0.324,21,21,1
1699,-5,-15.99,99.8,255,1.538,0.247,22,22,1
1700,-5,-17.48,114.1,182.5,1.828,0.2439,23,23,1
1701,-3,-12.516,105.2,172.2,1.872,0.2125,24,24,1
1702,-2,1.444,100.1,240.9,-0.6133,0.7104,25,25,1
1703,-3,-18.44,96.06,172.5,0.04614,0.3735,26,26,1
1704,-5,-15.66,94.8,252.1,1.61,0.3657,27,27,1
