,Skew Angle,Slope Angle,Center of Mass x,Center of Mass y,Aspect Ratio,Entropy,Genuine,ID
1891,-2,-8.93,89.7,230.9,2.416,0.4944,1,43
1945,-3,-22.92,107.8,173.6,0.9067,0.3005,1,43
1999,-5,-27.17,94.2,237.2,1.167,0.4712,1,43
2053,-3,-10.8,105.2,185.4,2.527,0.3318,1,43
2106,-4,-25.61,125.56,171.8,1.026,0.3098,1,43
2160,2,42.4,111.2,237,0.2358,0.5435,1,43
2213,-5,0.4558,86.3,249,-1.934,0.5264,1,43
2267,-5,-27.73,113.94,200.9,1.294,0.3403,1,43
372,-5,21.06,122.3,250.8,1.518,0.3625,0,44
408,2,-4.42,95.7,207.5,1.016,0.2761,0,44
513,0,-71.56,103.2,236.2,0.01036,0.4397,0,44
549,5,-6.766,115.94,214,2.47,0.3865,1,44
586,-2,23.31,135.4,260,1.547,0.3228,0,44
622,-5,0.6294,80.6,203.4,-1.4,0.3496,0,44
726,2,-14.76,95.4,248.6,2.32,0.3477,0,44
762,0,-4.156,116.8,204.4,1.773,0.371,1,44
799,-5,1.118,116.9,241,-1.0625,0.4473,0,44
835,-4,-6.34,93.56,184.6,0.09375,0.3037,0,44
940,-5,-3.795,87.3,230.2,2.11,0.4604,0,44
976,-1,-10.41,105.06,215.8,2.412,0.527,1,44
1013,-4,16.8,108.75,237.2,1.656,0.4204,0,44
1049,-5,-11.766,113.44,195.1,1.36,0.2812,0,44
1154,3,0.982,80.4,240.1,-0.8975,0.4934,0,44
1190,-2,-7.05,104,208.4,1.032,0.4197,1,44
1244,-5,2.121,94.25,225.2,-0.5596,0.5054,1,44
1298,5,-33.7,126.2,196.2,-0.015465,0.408,1,44
1352,-4,-19.11,84.94,206.5,2.365,0.4392,1,44
1406,-2,-26.56,129.1,215.5,-0.02051,0.4277,1,44
1460,-1,5.44,103.4,209.1,-0.2177,0.4373,1,44
1514,-5,12.11,133.8,213.8,1.643,0.4497,1,44
1568,4,18.44,129.2,212.5,1.943,0.4697,1,44
1622,4,16.72,111.44,200.2,2.227,0.3494,1,44
1676,-1,-15.266,97.56,231.4,2.191,0.394,1,44
1730,-5,-12.79,77.25,251.5,2.135,0.462,1,44
1784,5,-0.7573,124.06,212.8,2.365,0.3933,1,44
1838,-5,-9.66,116.4,225.9,2.21,0.4065,1,44
1892,3,-10.305,109.9,216.9,2.28,0.457,1,44
1946,5,3.555,126.75,197,2.49,0.401,1,44
2000,5,-7.832,90.25,212.9,2.223,0.3577,1,44
2054,4,7.02,91.8,230.8,2.104,0.4377,1,44
2107,4,0,124.2,204.6,-0.02577,0.4006,1,44
2161,-5,-13.19,99.25,231.5,2.135,0.3906,1,44
2214,-5,-13.53,97.4,205.8,2.355,0.3853,1,44
2268,3,0.9014,148,206.8,2.307,0.4048,1,44
402,-5,-8.37,112.56,203.4,2.057,0.2507,0,45
427,-4,0.971,106.06,244.5,-0.9077,0.3625,0,45
494,-4,-23.72,123.25,219.2,0.805,0.504,0,45
550,-1,-25.17,106.5,214.4,1.113,0.326,1,45
616,2,50.72,117.1,227.4,-0.1406,0.2327,0,45
641,-5,0.7886,106.75,233.8,-1.142,0.4197,0,45
707,-5,0.5254,114.75,226.9,-1.677,0.3687,0,45
763,-1,-28.98,118.56,221,0.713,0.3418,1,45
829,-4,-18.84,120.8,237.9,0.6494,0.3352,0,45
854,-5,0.4583,105.5,239.4,-1.923,0.332,0,45
921,-5,0.4407,98.4,219.8,-2.021,0.443,0,45
977,-5,-2.256,119.25,212.1,1.692,0.375,1,45
1043,-5,3.79,110.9,215.8,1.549,0.2705,0,45
1068,3,-11.35,95.25,257,1.232,0.3125,0,45
1135,-5,-4.66,118.9,210.6,0.6924,0.4238,0,45
1191,-5,-16.22,111.1,226.5,0.9795,0.4253,1,45
1245,-5,-24.33,115.4,231.9,1.186,0.373,1,45
1299,-2,-18.44,127,225,0.12305,0.3457,1,45
1353,-1,-27.53,111.56,216.8,1.21,0.4148,1,45
1407,-5,-26.8,109.3,231.8,1.046,0.3857,1,45
1461,-2,-24,116.9,210.2,1.227,0.4353,1,45
1515,-5,-21.8,108.7,220.4,1.077,0.3735,1,45
1569,-5,-1.804,109.6,224.6,1.964,0.3823,1,45
1623,-5,-28.89,121.9,213.8,1.041,0.3914,1,45
1677,-3,-21.77,118.9,229,1.298,0.3625,1,45
1731,-4,0.2822,114.94,206.9,2.094,0.415,1,45
1785,-3,-20.02,119.7,222.1,1.508,0.398,1,45
1839,-1,4.22,121.9,228.8,1.887,0.383,1,45
1893,-5,-25.53,112.25,222.1,1.263,0.3823,1,45
1947,0,-17.61,106.8,219,1.292,0.4055,1,45
2001,-4,-17.53,105.7,216.5,1.072,0.4058,1,45
2055,-1,-25.36,117.75,223.2,1.294,0.3503,1,45
2108,-5,4.992,120.06,227.1,-0.5283,0.3662,1,45
2162,-4,-30.4,113.4,233.6,1.154,0.37,1,45
2215,-5,-14.7,113.56,213.8,1.036,0.3691,1,45
2269,-5,-22.75,112.9,216.4,1.278,0.4475,1,45
387,-5,-20.6,85.7,184.8,2.293,0.2338,0,46
390,-5,-20.22,96.06,206.2,1.783,0.3015,0,46
453,-4,-16.11,90.9,165,0.2319,0.2686,0,46
551,-4,-8.13,103.3,177.2,0.0359,0.4634,1,46
601,-5,-16.83,107.56,169.4,1.99,0.2417,0,46
604,-5,-19.31,107.4,189.1,2.082,0.2147,0,46
667,-5,-26.27,102.06,229.4,1.583,0.243,0,46
764,-5,-26.56,92.06,164.1,-0.010254,0.3723,1,46
814,-5,-18.14,87.3,139.4,2.117,0.2272,0,46
817,-5,-14.59,107.06,202.8,2.482,0.3423,0,46
880,-5,-13.2,98.1,169.2,1.923,0.1692,0,46
978,-3,-14.164,97.25,170,2.164,0.3027,1,46
1028,-5,-20.12,106.8,123.25,1.891,0.2239,0,46
1031,-4,-25.42,111.56,177.1,1.247,0.3171,0,46
1094,-3,-10.48,94.94,156.2,1.214,0.2156,0,46
1192,-5,-16.17,101.7,183.4,1.503,0.3484,1,46
1246,-4,-9.09,96.7,180,2.21,0.3215,1,46
1300,-5,-14.26,101.4,210.5,1.23,0.3516,1,46
1354,-5,-11.22,109.9,161.1,1.858,0.317,1,46
1408,-5,-13.84,100.4,172.2,2.145,0.3481,1,46
1462,-5,-13.445,100.8,200.1,2.36,0.272,1,46
1516,-5,-7.125,106.4,153,0.04166,0.2773,1,46
1570,-5,-16.75,102.7,172.9,2.062,0.2998,1,46
1624,-5,-13.555,93.75,229,2.262,0.285,1,46
1678,-5,-18.44,96.44,211.9,-0.015305,0.3928,1,46
1732,-5,-12.15,107.56,172.2,1.149,0.401,1,46
1786,-4,-17.23,90.3,218.1,2.443,0.2827,1,46
1840,-3,-16.38,103.56,180.4,1.729,0.2615,1,46
1894,-3,-17.23,91.06,226.2,2.297,0.2374,1,46
1948,-5,-13.64,108.94,220,1.923,0.3271,1,46
2002,-4,-12.47,107,161.5,2.18,0.3115,1,46
2056,-5,-12.086,112.44,202.9,2.217,0.3013,1,46
2109,-3,-12.77,106.75,193.4,1.933,0.345,1,46
2163,-4,-21.42,88,203.8,2.287,0.1875,1,46
2216,-3,-19.83,92.44,226.8,2.377,0.2512,1,46
2270,-3,-14.82,87.94,210.8,2.168,0.2551,1,46
412,-5,-29.12,96.7,247.1,0.359,0.3167,0,47
417,-5,-20.38,89.6,223.8,1.768,0.2142,0,47
517,-1,-26.48,81.7,279.8,1.54,0.2208,0,47
552,-5,-11.22,87.9,233.5,1.917,0.2368,1,47
626,4,-22.25,100.75,263,1.814,0.1968,0,47
631,-5,-7.125,86.2,210.2,0.04102,0.2725,0,47
730,-4,-29.86,88,248.8,1.637,0.1665,0,47
765,-1,-6.914,87.7,221,1.912,0.2399,1,47
839,-3,-10.59,88.94,240.8,2.441,0.2622,0,47
844,-5,-3.035,89.2,229.9,2.041,0.298,0,47
944,-2,-29.02,106.5,245.6,1.784,0.1273,0,47
979,-1,22.45,104,210,0.6206,0.268,1,47
1053,-1,-14.336,93.94,237.6,1.385,0.287,0,47
1058,-4,-0.924,89.7,195.2,1.271,0.2786,0,47
1158,-5,-13.29,110.7,246.2,1.768,0.1053,0,47
1193,2,-13.195,90.4,231.1,2.145,0.245,1,47
1247,-5,-9.73,88.44,221.1,1.436,0.2898,1,47
1301,0,-8.44,87.5,224.2,2.434,0.2678,1,47
1355,5,-20.7,81.2,224.4,2.078,0.1938,1,47
1409,-5,-16.52,115,242.1,1.954,0.2404,1,47
1463,-2,-8.15,91.8,222,2.377,0.3267,1,47
1517,-5,-16.94,94.75,242,2.217,0.2388,1,47
1571,-2,-21.25,88.3,222.9,2.006,0.2554,1,47
1625,-2,-13.32,92.7,241.5,2.123,0.266,1,47
1679,-5,0.4045,89.6,219.8,-2.191,0.309,1,47
1733,-5,-16.38,76,202.6,2.139,0.2715,1,47
1787,-5,0,80.94,201.1,-0.03093,0.2996,1,47
1841,-5,-17.45,93.94,191,2.28,0.1919,1,47
1895,-4,-22.12,86.3,206.2,0.634,0.2795,1,47
1949,-3,0,93.2,217.5,-0.02051,0.3206,1,47
2003,-5,-20.08,79.94,225.6,1.876,0.2485,1,47
2057,-5,-19.7,82.56,189.4,2.334,0.2532,1,47
2110,-1,-9.88,112.8,191,1.236,0.287,1,47
2164,-5,-16.11,94.2,228.2,2.148,0.2532,1,47
2217,-4,-19.8,111.94,259.2,2.264,0.2346,1,47
2271,-3,-27.98,96.5,192.9,0.6562,0.2896,1,47
382,-2,-5.293,102.1,217.1,1.622,0.2089,0,48
490,-3,8.58,92.25,260.5,1.836,0.297,0,48
553,-1,-1.811,94.4,253,1.803,0.291,1,48
596,-4,-3.219,92.8,240.6,2.107,0.256,0,48
703,1,4.96,100.44,245.9,1.85,0.3123,0,48
766,-4,5.332,105.9,236.6,1.172,0.255,1,48
809,-5,-23.7,87.5,232.2,0.923,0.253,0,48
917,5,2.98,103.44,253.5,1.892,0.3025,0,48
980,-2,-6.484,97.8,246.1,0.907,0.3403,1,48
1023,-3,-22.17,88.1,241.4,0.9434,0.2136,0,48
1131,-1,4.844,97.8,241.9,1.815,0.305,0,48
1194,-3,-12.625,115.7,244.6,0.9897,0.2593,1,48
1248,-3,9.875,94.4,243.9,1.866,0.3137,1,48
1302,0,0.577,93.1,253.2,2.047,0.2524,1,48
1356,5,-2.102,106.1,243.9,1.136,0.293,1,48
1410,5,3.691,107.56,239.1,2.26,0.3003,1,48
1464,2,-36.72,104.5,248.5,-0.3025,0.2705,1,48
1518,5,-16,99.06,252.9,0.629,0.2668,1,48
1572,1,0.898,96.9,246.8,1.636,0.27,1,48
1626,3,-3.668,99.06,257,2.01,0.2686,1,48
1680,-1,5.598,93.3,247.4,2.338,0.3345,1,48
1734,4,6.035,102.2,253.8,2.365,0.3374,1,48
1788,3,0,93.2,254.2,2.107,0.2817,1,48
1842,5,9.97,96.4,244,0.8506,0.356,1,48
1896,-1,3.148,104.56,250.6,2.072,0.2898,1,48
1950,0,-21.06,95.06,251.6,0.6924,0.335,1,48
2004,5,-5.895,102.3,252.4,0.953,0.3315,1,48
2058,-5,3.803,88.3,254.1,1.87,0.3096,1,48
2111,-4,-3.879,95.25,246,0.9126,0.2654,1,48
2165,5,-2.47,88.7,247.1,2.053,0.2788,1,48
2218,-2,-5.426,97.4,246.2,2.062,0.2832,1,48
2272,-4,6.617,93.9,248,1.876,0.2727,1,48
418,-3,-13.1,96.25,193,1.758,0.2542,0,49
496,-4,-23.11,108.94,151.6,0.4226,0.2108,0,49
507,-1,-24.81,112.3,210.9,1.841,0.2343,0,49
554,-1,-22.36,110,160.1,1.82,0.1353,1,49
632,-2,-10.04,100.94,207.5,1.626,0.266,0,49
709,1,-22.6,105.5,150.6,1.077,0.1675,0,49
720,-4,-25.88,118.25,168.9,1.601,0.03204,0,49
767,-3,-12.234,128.2,207.8,1.8545,0.10095,1,49
845,-4,-13.39,98.5,178.9,0.541,0.2551,0,49
923,-5,-31.94,117.75,140.2,1.114,0.1411,0,49
934,0,-23.27,104.1,190.5,1.718,0.1272,0,49
981,4,-27.9,119.5,262,1.888,0.04596,1,49
1059,1,-15.28,87.56,204,1.82,0.2046,0,49
1137,-5,-31.03,110.25,137.1,0.7114,0.136,0,49
1148,0,-20.52,111.3,175.9,1.623,0.0916,0,49
1195,-5,-15.914,121.8,217.2,1.1875,0.05527,1,49
1249,-5,-19.02,106.6,202.5,1.51,0.09247,1,49
1303,-5,-19.89,106.4,148.9,1.6875,0.0897,1,49
1357,-3,-8.73,106.9,256.2,1.369,0.1219,1,49
1411,-4,-25.36,104,186,1.513,0.0765,1,49
1465,-4,-14.51,102.9,162.4,1.755,0.05017,1,49
1519,-5,-12.09,102.75,202.6,0.7896,0.1462,1,49
1573,-2,-21.64,103.1,193.5,0.969,0.119,1,49
1627,-4,-25.62,92.44,177.2,1.5,0.08057,1,49
1681,4,-19.94,93.9,208.9,1.577,0.1276,1,49
1735,-5,-22.56,100.1,221.1,1.347,0.08826,1,49
1789,-3,-22.3,109.7,170.5,1.312,0.0714,1,49
1843,-3,-27.22,110.8,238.1,1.401,0.08234,1,49
1897,-1,-19.36,101.06,200.6,1.605,0.1146,1,49
1951,-4,-21.1,107.2,187,1.653,0.1432,1,49
2005,1,-24.8,104.4,184.8,1.612,0.1271,1,49
2059,-2,-18.84,103.5,247.5,1.495,0.1228,1,49
2112,-4,-17.75,105.3,252,1.41,0.0662,1,49
2166,-2,-9.87,124.3,212.4,1.525,0.1132,1,49
2219,-5,-22.25,107.1,204.6,1.571,0.1465,1,49
2273,3,-13.85,109.8,234.1,1.814,0.11694,1,49
460,4,-15.414,87.94,222.8,1.897,0.1965,0,50
465,4,-20.14,89.9,197.2,1.887,0.2444,0,50
491,-2,-9.37,86.3,226.2,1.462,0.3074,0,50
555,-5,-21.22,66.3,202.4,2.271,0.1478,1,50
674,-5,-16.58,91.94,198.2,2.445,0.1375,0,50
679,-5,-15.51,86.75,202.2,2.385,0.2189,0,50
704,-5,-13.34,94.1,201.4,1.317,0.27,0,50
768,-5,-20.67,77.75,204.6,1.995,0.1626,1,50
887,-2,-20.23,83.8,215.2,2.336,0.1715,0,50
892,-5,-13.95,80.8,204.9,2.477,0.2404,0,50
918,-4,-17.33,90.3,215.9,2.227,0.2566,0,50
982,-4,-21.03,76.94,200.8,2.072,0.1482,1,50
1101,-4,-11.8,101.56,208.4,1.6455,0.2498,0,50
1106,-3,-10.29,89.06,190.9,1.667,0.2644,0,50
1132,-4,-16.86,93.25,220.8,2.264,0.2673,0,50
1196,3,-23.48,84.8,202.1,1.87,0.1592,1,50
1250,-5,-17.72,88.7,213,2.104,0.1526,1,50
1304,-5,-20.62,89.94,189.6,2.418,0.1569,1,50
1358,-5,-22.81,97.44,201.1,2.057,0.1257,1,50
1412,-5,-15.86,85.3,184.8,2.377,0.1565,1,50
1466,-4,-20.8,84.4,187.5,2.223,0.1444,1,50
1520,-2,-19.73,89.75,191.5,2.434,0.1191,1,50
1574,-5,-16.69,90.1,194,2.3,0.1487,1,50
1628,-5,-19.14,81.5,211.5,2.549,0.1204,1,50
1682,-5,-14.93,89,220.1,2.164,0.1906,1,50
1736,-5,-13.74,83,203,2.16,0.1852,1,50
1790,-4,-16.14,88.7,202.1,2.053,0.2017,1,50
1844,-5,-13.14,92.94,205,1.626,0.1982,1,50
1898,-5,-19.9,81.3,208.4,2.492,0.1442,1,50
1952,-5,-19.55,90.8,212.9,2.217,0.1873,1,50
2006,-4,-21.42,89.25,192.6,2.2,0.1472,1,50
2060,5,-22.28,83.8,200.5,2.365,0.1509,1,50
2113,3,-18.33,89.6,207.8,2.396,0.1473,1,50
2167,-4,-21.5,80.8,203.2,2.488,0.138,1,50
2220,-5,-21.52,84,197,2.51,0.1537,1,50
2274,5,-17.84,87.94,192.6,2.47,0.148,1,50
374,-5,21.8,95.25,218.4,0.10254,0.3096,0,51
444,-4,-25.22,112.06,238.4,1.948,0.1962,0,51
556,-1,-29.5,96.56,237,1.768,0.0538,1,51
588,-4,-9.016,83.75,248.6,2.36,0.2307,0,51
658,-5,-15.336,113.2,259.8,1.598,0.1893,0,51
769,-2,-20.6,118.2,200.4,2.662,0.005764,1,51
801,-5,-7.152,86.94,235.1,2.492,0.3066,0,51
871,-5,-16.66,101.44,218,2.111,0.2156,0,51
983,-5,-23.81,116.4,201.9,2.18,0.02162,1,51
1015,-4,-9.37,81.7,232.2,1.95,0.2433,0,51
1085,-5,-10.945,94.56,288,2.64,0.2402,0,51
1197,-5,-27.42,104.94,220.5,1.503,0.06476,1,51
1251,-4,-19.77,106,197.2,1.951,0.021,1,51
1305,-5,-27.05,89.9,224.8,1.858,0.0672,1,51
1359,3,-20.62,85.56,291,2.643,0.04126,1,51
1413,-2,-20.28,144.4,151.9,2.434,0.01567,1,51
1467,-3,-23.39,75.8,284.5,2.31,0.0461,1,51
1521,-5,-20.19,104.25,224.2,2.404,0.05722,1,51
1575,-5,-27.1,77.44,275.8,1.85,0.05542,1,51
1629,3,-13.484,103,176.8,3.188,0.01973,1,51
1683,-5,-19.72,113.1,225.8,2.79,0.02634,1,51
1737,-5,-26.11,125.7,175.6,1.821,0.03204,1,51
1791,-4,-25.19,99.1,236.4,2,0.05032,1,51
1845,3,-25.92,131.9,176.6,1.789,0.05142,1,51
1899,3,-21.33,95.25,242.4,2.299,0.02365,1,51
1953,-5,-27.33,90,252.1,1.711,0.0588,1,51
2007,-2,-24.97,98.25,207.4,2.146,0.0646,1,51
2061,-4,-25.47,85,247.6,2.088,0.0493,1,51
2114,-5,-25.86,88.75,253.6,1.907,0.05966,1,51
2168,-5,-30.02,87.44,263.8,1.686,0.11456,1,51
2221,5,-24.3,122.9,202,2.059,0.0361,1,51
2275,-2,-27.7,71.4,264.2,1.846,0.101,1,51
383,-3,-10.234,105,209.9,1.799,0.185,0,52
395,-5,-7.945,108.7,225.6,2.01,0.2356,0,52
499,-4,-6.73,107.5,190.5,2.268,0.2512,0,52
508,-5,-10.234,95.9,201.8,2.527,0.4326,0,52
557,-3,-11.5,99,197.4,1.192,0.2856,1,52
597,1,-9.2,110.1,205.4,1.677,0.2004,0,52
609,-4,-6.668,113.4,191.9,1.266,0.2314,0,52
712,-2,-17.95,104.2,181.2,1.852,0.1854,0,52
721,-5,-10.38,96.3,220.1,2.348,0.305,0,52
770,-2,-20.34,100.9,194,1.369,0.2644,1,52
810,1,-12.234,106.06,190.2,1.702,0.2139,0,52
822,-3,-11.82,112.2,178.6,0.2172,0.2559,0,52
926,1,-17.97,91.7,163.5,1.558,0.1989,0,52
935,-5,-28.73,100.5,224.1,0.689,0.342,0,52
984,-5,-12.94,103.8,187,1.553,0.269,1,52
1024,1,-11.11,115.56,211.4,1.385,0.1724,0,52
1036,-4,-11.86,109.56,178.4,1.636,0.2339,0,52
1140,2,-16.67,100.4,183.5,1.261,0.1598,0,52
1149,-5,-11.734,105.1,223.8,2.295,0.3452,0,52
1198,2,-14.38,101.25,187.8,1.579,0.231,1,52
1252,-5,-21.42,105.6,187.8,1.587,0.2705,1,52
1306,-5,-18.33,105.56,180.6,1.672,0.2786,1,52
1360,-4,-14.29,95.2,197.6,1.893,0.2659,1,52
1414,-5,-11.97,100.2,197.5,1.692,0.2876,1,52
1468,-5,-17.08,106,205.1,1.915,0.247,1,52
1522,-5,-21.11,101.5,192.5,1.169,0.2198,1,52
1576,-5,-11.12,105.8,209,1.774,0.2595,1,52
1630,-5,-30.97,99.44,201.8,0.59,0.245,1,52
1684,-4,-13.266,107.4,178.5,1.523,0.2615,1,52
1738,-3,-12.84,102.56,177.5,1.566,0.2917,1,52
1792,1,-16.55,109.25,186.1,1.692,0.2842,1,52
1846,-5,-14.53,101.1,186,1.661,0.2756,1,52
1900,-5,-20.5,96.25,190.4,1.556,0.252,1,52
1954,-1,-19.75,101,196.2,1.393,0.281,1,52
2008,-4,-21.14,101.4,211.8,1.697,0.31,1,52
2062,-5,-6.746,108.5,188.8,2.422,0.2634,1,52
2115,-5,-23.16,103.2,207,0.9185,0.2389,1,52
2169,-5,-18.7,101.75,206,1.636,0.2498,1,52
2222,-4,-17.47,100.1,200.6,1.378,0.3086,1,52
2276,-3,-12.87,102.1,211.1,1.46,0.2161,1,52
388,-5,-11.62,128.9,239.2,1.672,0.1626,0,53
422,-4,-32.7,111.75,209.4,0.883,0.179,0,53
480,-4,-24.53,117.56,228.1,1.568,0.2289,0,53
500,-2,-10.91,134.1,216.4,2.408,0.1362,0,53
558,-3,-13.95,125.5,242.4,0.793,0.2085,1,53
602,2,-61.88,114.4,234.4,0.3179,0.2123,0,53
636,-5,-41.6,107.25,220,0.641,0.1719,0,53
693,-5,-42.1,110.75,227.8,0.591,0.2474,0,53
713,0,-14.04,132.6,196.1,2.842,0.11725,0,53
771,5,-31.42,121,211,0.8306,0.2126,1,53
815,-3,-16.33,116.44,227,1.016,0.1969,0,53
849,-3,-40.5,108.06,200.5,0.6274,0.1617,0,53
907,-1,-18.39,119.1,234.6,1.73,0.2189,0,53
927,-5,-13.47,140,220.5,2.533,0.1194,0,53
985,-5,-20.53,117.1,222.9,1.164,0.1876,1,53
1029,-4,-12.914,119.06,229.9,1.046,0.1921,0,53
1063,-5,-10.336,110.8,216.9,0.867,0.1842,0,53
1121,2,-40.94,98.9,232.9,0.6304,0.1862,0,53
1141,-3,-12.82,140,191.5,2.117,0.0919,0,53
1199,-4,-37.97,101.4,200.6,0.791,0.2206,1,53
1253,-4,-24.84,121.4,198.2,1.102,0.169,1,53
1307,-2,-19.39,115.8,199.8,0.6377,0.213,1,53
1361,-5,-18.44,119.5,204.1,0.98,0.2004,1,53
1415,-5,-18.48,102.94,205.2,1.995,0.2186,1,53
1469,-5,-44.3,116.06,221.4,0.633,0.2273,1,53
1523,-5,-10.445,125.06,202.8,1.893,0.2351,1,53
1577,-4,-35.3,112.7,226.1,0.893,0.2072,1,53
1631,-4,-6.54,114.3,221.9,2.27,0.2365,1,53
1685,0,-13.02,112.6,226.5,2.195,0.2332,1,53
1739,-5,-26,116.4,233.4,1.041,0.1887,1,53
1793,-2,-31.56,118.3,225,0.707,0.1731,1,53
1847,-5,-16.61,116.94,204.9,1.728,0.2328,1,53
1901,2,-27.47,112.56,202.2,1.154,0.1702,1,53
1955,-4,-32.75,118.5,219.6,0.515,0.2001,1,53
2009,-5,-27.6,113,207.1,0.795,0.1985,1,53
2116,-5,-42.12,116.8,213.4,0.643,0.1909,1,53
2170,-2,-19.34,117.2,216.1,1.747,0.2664,1,53
2223,-5,-12.43,121.8,204.4,2.223,0.2053,1,53
2277,4,-17.89,123.3,222,0.9844,0.1963,1,53
367,-5,-32.06,101.9,253.8,1.016,0.537,0,54
456,5,18.44,121.56,258.8,-0.015465,0.486,0,54
501,-3,-2.527,143.5,259.8,1.975,0.294,0,54
504,-1,-14.695,126.06,254.1,2.404,0.3364,0,54
526,-3,-31.94,108.75,290,1.267,0.2317,0,54
559,0,-8.58,119.4,264,2.482,0.542,1,54
581,1,-13.58,115.06,262.5,2.135,0.542,0,54
670,4,1.548,117.1,250.1,-0.7666,0.5376,0,54
714,-5,-7.44,111.3,293.2,1.5,0.3843,0,54
717,-2,-5.668,135.2,258.8,2.066,0.2917,0,54
739,-5,-19.62,105,265,1.61,0.2017,0,54
772,-5,-3.752,113.25,249.8,2.201,0.6323,1,54
794,-1,-14.16,106.06,255.1,2.26,0.522,0,54
883,-1,63.44,133.1,263.2,-0.005234,0.4114,0,54
928,-2,11.83,138.5,276.2,1.871,0.4502,0,54
931,-5,-31.16,135.5,241,0.665,0.306,0,54
953,3,-13.85,126.7,257.2,1.922,0.2421,0,54
986,1,-3.496,138.8,240.2,2.506,0.501,1,54
1008,5,1.559,107.8,253.6,-0.7617,0.558,0,54
1097,1,26.56,115.3,261.2,-0.01036,0.4856,0,54
1142,0,-0.2852,126,262.8,1.031,0.3765,0,54
1145,1,15.375,125.75,266.5,0.8203,0.3906,0,54
1167,-1,-12.96,129.2,255.5,1.738,0.2473,0,54
1200,-4,-2.48,136.4,247.6,1.53,0.3677,1,54
1254,3,9.945,116.8,304,2.37,0.3723,1,54
1308,1,7.953,131.5,251,2.324,0.5513,1,54
1362,-2,13.11,124.4,253.2,2.191,0.582,1,54
1416,-3,9.36,131.2,236.5,2.24,0.4917,1,54
1470,4,16.73,115.1,258.8,2.549,0.548,1,54
1524,-2,18.17,115.25,269.5,1.711,0.533,1,54
1578,4,1.28,108.44,263.5,-0.923,0.561,1,54
1632,-4,18.7,139.5,276.8,1.943,0.4658,1,54
1686,-5,3.408,126.75,244.8,2.498,0.681,1,54
1740,-5,7.336,105.3,239.2,2.402,0.645,1,54
1794,2,7.86,118.2,254,2.416,0.529,1,54
1848,2,2.4,114.8,298.5,2.484,0.434,1,54
1902,-3,1.193,121.44,237.6,-0.742,0.6074,1,54
1956,5,1.21,128.9,239,-0.728,0.502,1,54
2010,-2,-5.35,114.06,251.9,1.706,0.575,1,54
2063,0,11.9,123.56,265.8,2.227,0.552,1,54
2117,4,5.387,115,243.6,1.531,0.6284,1,54
2171,-3,6.84,123.06,271.8,2.383,0.4885,1,54
2224,5,16.05,125.3,250.6,2.258,0.514,1,54
2278,3,1.081,117,246.4,-0.8154,0.555,1,54
435,-5,-18.98,97.56,264.8,1.7705,0.2197,0,55
445,-5,-11.26,91.5,220.4,2.283,0.2703,0,55
481,-5,-16.67,114.5,204.4,2.215,0.346,0,55
560,-4,-10.195,104.7,203.4,2.281,0.4446,1,55
649,-2,-16.98,85.4,229.1,2.303,0.3257,0,55
659,0,-13.3,97.56,231.5,2.223,0.3499,0,55
694,2,-24.17,99.94,195.4,1.616,0.344,0,55
773,-4,-6.977,95.9,214,2.443,0.5366,1,55
862,3,-12.9,91.9,216.9,1.797,0.3474,0,55
872,-5,0,84.94,194.4,-1.1455,0.3445,0,55
908,-5,-19.28,112.06,190.4,2.465,0.3562,0,55
987,-3,-24.31,108.3,161.4,1.593,0.289,1,55
1076,0,-9.53,84.8,230,1.995,0.2448,0,55
1086,0,0,105.94,200,-1.382,0.361,0,55
1122,-1,-19.9,120.1,190.5,1.841,0.2937,0,55
1201,2,-8.6,114.5,194.9,2.492,0.4158,1,55
1255,-5,-23.83,124.06,166.6,2.24,0.2815,1,55
1309,-3,-25.47,101.2,178.6,0.116,0.377,1,55
1363,-2,-21.67,137.9,155.1,2.229,0.1766,1,55
1417,-5,-19.2,129.2,168,1.509,0.2893,1,55
1471,-2,-14.15,116,182.4,1.901,0.39,1,55
1525,-1,-17.25,118.25,191.6,1.922,0.2915,1,55
1579,-4,-24.36,111.25,196.9,1.828,0.2842,1,55
1633,1,-24.02,108.4,180.4,2.111,0.2952,1,55
1687,-2,-19.5,118.3,192.5,2.19,0.3286,1,55
1741,-1,-20.66,116.56,137.9,2.24,0.2542,1,55
1795,-4,-13.09,101.7,204.6,2.293,0.3838,1,55
1849,-4,-26.56,103.3,214,-0.010254,0.4578,1,55
1903,-4,-15.07,131.9,172.6,2.482,0.2615,1,55
1957,-5,-19.8,107.4,189.8,2.348,0.3806,1,55
2011,-5,-13.37,108.56,204.4,2.348,0.341,1,55
2064,-2,-18,100.75,190.9,2.416,0.387,1,55
2118,-2,-25.28,116.6,173.5,2.033,0.3467,1,55
2172,-5,-23.97,119.1,219.5,0.04663,0.33,1,55
2225,-2,-13.45,115.4,202.6,2.494,0.3508,1,55
2279,-1,-24.42,112.3,174.2,2.07,0.3662,1,55
379,-5,-15.445,101.06,268.8,2.348,0.2317,0,56
423,0,-18.11,95.44,266.8,1.957,0.1963,0,56
561,-2,-20,111.06,252.4,2.508,0.3015,1,56
593,-5,-17.42,68.4,303.8,2.525,0.2023,0,56
637,-5,-16.36,115.7,241.1,2.236,0.364,0,56
